10HZ,20HZ,30HZ,40HZ,50HZ,60HZ,70HZ,80HZ,90HZ,100HZ,110HZ,120HZ,130HZ,140HZ,150HZ,160HZ,170HZ,180HZ,190HZ,200HZ,210HZ,220HZ,230HZ,240HZ,4000HZ,4010HZ,4020HZ,4030HZ,4040HZ,4050HZ,4060HZ,4070HZ,4080HZ,4090HZ,4100HZ,4110HZ,4120HZ,4130HZ,4140HZ,4150HZ,4160HZ,4170HZ,4180HZ,4190HZ,4200HZ,4210HZ,4220HZ,4230HZ,4240HZ,4250HZ,4260HZ,4270HZ,4280HZ,4290HZ,4300HZ,4310HZ,4320HZ,4330HZ,4340HZ,4350HZ,4360HZ,4370HZ,4380HZ,4390HZ,4400HZ,4410HZ,4420HZ,4430HZ,4440HZ,4450HZ,4460HZ,4470HZ,4480HZ,4490HZ,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,label
,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,41.19176520871919,41.4168684997863,50.282376406895565,42.40062686992449,42.91993161419006,43.689271976064965,53.86664767060835,45.21655506482405,46.41615614759937,56.81151161134065,57.7142043026072,49.000569881749534,50.559196466733155,50.87120672460465,62.71406183216983,53.39934463598803,64.98532554494943,54.131642684143046,32.71833594529135,54.23920786436814,55.8291779455763,66.29576862800968,64.55278529705086,53.904402336515176,69.53383672887875,54.93660065536402,54.504202877902834,54.72147029491381,65.82219689414447,66.80438808947143,56.81293631571449,56.69539820487249,79.80638267559482,57.05371135489386,68.76107707650662,57.20544237070808,69.90482974782734,68.62686992449068,66.6727454053284,64.90582704088902,63.5099016953982,51.666904117395646,62.40547086479556,61.27539535546374,50.33979199316142,50.12466163271121,59.359737854395206,48.87875765778601,48.791850690981626,48.35232939165123,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,1
,4.0,4.0,4.0,4.0,8.0,4.0,8.0,13.0,21.0,33.0,25.0,21.0,17.0,25.0,46.0,50.0,,79.0,104.0,171.0,363.0,1064.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low,high,low,high,low,high,low,high,low,high,low,mid,low,high,low,high,low,high,low,high,0
3.0,3.0,3.0,3.0,5.0,5.0,8.0,11.0,8.0,8.0,16.0,24.0,48.0,37.0,32.0,50.0,82.0,45.0,37.0,61.0,74.0,93.0,186.0,676.0,24.715059125231516,0.0,0.0,25.440376121954692,0.0,26.213563185638982,26.933323835304176,0.0,27.849693688559622,28.405755805670324,0.0,0.0,0.0,30.52272403476279,0.0,0.0,0.0,32.47898561048582,0.0,32.54352471862089,33.497506767345776,0.0,32.27639264852543,0.0,34.76691836443938,0.0,0.0,32.83288217694828,0.0,0.0,34.08776178942869,0.0,0.0,0.0,34.38053853825331,0.0,0.0,0.0,33.3363727026642,0.0,31.7549508476991,31.000142470437385,31.20273543239778,0.0,30.20387519589685,30.074796979626726,29.679868927197603,29.327254594671604,0.0,0.0,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,high,1
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,11.0,11.0,15.0,19.0,13.0,15.0,11.0,9.0,9.0,9.0,11.0,9.0,11.0,15.0,254.60425337818575,275.8731968755345,214.11939107132676,234.98990820457266,179.11482980785678,182.51405439306689,203.93927818005588,205.68207993614232,173.13301784594333,174.72655225497462,176.26917156052227,195.92536632647244,158.4879981754946,138.44831518330577,155.1827926335595,188.93294942699126,134.39278180055877,152.18484520212098,189.54598323735675,237.59781059353438,239.76064769941271,281.52859342037743,266.9458920120873,364.2509835224357,365.57694281315923,367.05023091396316,476.5395974684988,560.95877758139,680.2869034722619,627.4199213182052,810.6835053309767,902.4309253663264,668.1411711043959,575.0148241062774,493.64604595472946,399.30657392097606,293.90501168823766,293.5713552654085,240.77284907919494,221.214208335709,222.6102970522835,181.32493300644276,161.423399281601,183.2702548605964,182.62375277951992,160.05929642510975,180.3324020753749,157.95968983408403,157.2053708877359,178.1156850447574,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,low,mid,low,mid,low,mid,low,mid,0
4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,15.0,5.0,4.0,4.0,,3.0,4.0,4.0,5.0,7.0,8.0,11.0,15.0,41.19176520871919,33.13349479982904,33.52158427126371,42.40062686992449,42.91993161419006,43.689271976064965,35.911098447072234,45.21655506482405,46.41615614759937,47.34292634278387,38.476136201738136,49.000569881749534,40.44735717338652,50.87120672460465,41.809374554779886,42.719475708790426,43.32355036329962,54.131642684143046,43.62444792705514,54.23920786436814,55.8291779455763,55.24647385667474,53.79398774754239,53.904402336515176,57.944863940732304,43.94928052429121,54.504202877902834,43.777176235931044,54.85183074512038,55.67032340789286,56.81293631571449,56.69539820487249,57.004559053996296,57.05371135489386,45.840718051004416,45.76435389656646,58.2540247898561,57.18905827040889,55.560621171106995,54.08818920074084,42.3399344635988,41.333523293916514,72.80638267559482,40.85026357030916,50.33979199316142,40.09972930616897,49.46644821199601,39.103006126228806,48.791850690981626,48.35232939165123,low,low,low,low,low,low,low,low,low,mid,low,low,low,low,low,low,low,low,low,low,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,7.0,11.0,18.0,18.0,25.0,42.0,63.0,81.0,112.0,211.0,390.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low,high,low,mid,low,mid,low,high,low,high,low,mid,low,high,low,mid,low,high,low,mid,0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,,9.0,9.0,7.0,11.0,11.0,13.0,13.0,11.0,13.0,13.0,18.0,16.0,20.0,18.0,29.0,71.60744626261474,73.02525799646503,74.11825075545926,75.53247049432693,76.76349848908148,60.838018131022295,79.8023262443697,62.59889389360853,63.78584868008438,64.37294030446434,64.94127373282399,83.96801413991676,65.25976395461542,83.06898910998346,63.89879696675979,62.977649808997086,80.63566908033525,80.56844745994641,63.18199441245225,63.96864131364387,64.55094361138035,65.6900051314214,85.80403671817093,67.09886538571185,67.34312104452934,67.61451622099321,68.07708535264268,39.365528251325614,70.02953418096813,70.83773305205543,71.83271566223844,72.60938479958948,73.0779405895433,73.1837048862535,94.52796624665032,73.5564741433377,73.47625292205942,73.39283881635212,73.27869319801586,73.73806944523633,74.20343235076116,74.66320770853525,96.8540395689606,97.02542904384515,75.19801585039055,96.03557785506584,74.25451850162494,94.77581390045043,94.32322253264154,73.34175266548834,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,low,mid,low,mid,low,mid,low,mid,0
4.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,7.0,6.0,6.0,11.0,11.0,14.0,11.0,9.0,10.0,16.0,17.0,11.0,10.0,16.0,14.0,13.0,47.73829750840983,48.683505330976686,49.412167170306176,50.35498032955128,51.175665659387654,78.2203090256001,35.4677005530532,62.59889389360853,54.673584582929465,64.37294030446434,64.94127373282399,83.96801413991676,65.25976395461542,83.06898910998346,63.89879696675979,62.977649808997086,62.71663150692742,62.66434802440276,81.23399281601003,63.96864131364387,64.55094361138035,56.30571868407549,57.20269114544729,86.26996978162951,67.34312104452934,67.61451622099321,58.3517874451223,59.04829237698842,70.02953418096813,60.71805690176179,71.83271566223844,62.23661554250527,62.638234791037114,62.72888990250299,63.01864416443355,42.032270939050115,62.97964536176521,73.39283881635212,62.81030845544216,63.20405952448829,74.20343235076116,74.66320770853525,64.56935971264039,75.46422258965734,64.45544215747762,74.69433833171789,95.47009521637494,94.77581390045043,104.80358059182393,94.29653914134215,low,mid,low,low,low,low,low,mid,low,mid,low,low,low,low,low,low,low,mid,low,mid,0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,15.0,18.0,21.0,27.0,30.0,33.0,39.0,60.0,87.0,114.0,0.0,24.341752665488343,24.706083585153088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.968470266263754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.785449569530762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.998517589372256,0.0,0.0,0.0,32.01185928502195,0.0,0.0,0.0,0.0,low,mid,low,high,low,mid,low,mid,low,mid,low,mid,low,high,low,mid,low,high,low,mid,0
3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,,5.0,5.0,5.0,5.0,6.0,8.0,8.0,13.0,15.0,19.0,18.0,18.0,39.78191459034152,40.5695877758139,24.706083585153088,41.962483607959406,42.646388049489715,43.4557272364445,44.334625691316496,44.7134956382918,45.56132048577456,45.98067164604595,46.38662409487428,27.98933804663892,46.614117110439594,46.14943839443526,45.641997833399856,44.98403557785507,44.797593933519586,44.76024858885911,45.129996008894466,45.69188665260277,27.664690119163005,28.152859342037743,47.66890928787274,28.756656593876507,28.861337590512573,28.977649808997093,48.62648953760192,49.206910314157014,30.0126575061292,50.598380751468156,30.785449569530762,51.86384628542106,52.198528992530925,52.27407491875249,52.51553680369462,52.54033867381264,31.489822680882604,31.454073778436626,52.341923712868464,52.67004960374024,31.80147100746907,31.998517589372256,53.80779976053367,53.90301613546953,53.71286846456468,32.01185928502195,53.038941786874965,31.591937966816808,52.401790295911965,52.38696618963453,low,low,low,low,low,low,low,mid,low,low,low,low,low,low,low,mid,low,low,low,mid,0
4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,9.0,18.0,36.0,39.0,14.0,9.0,7.0,7.0,11.0,16.0,16.0,21.0,14.0,12.0,32.953412166975355,33.13349479982904,33.52158427126371,16.960250747969795,34.33594529135205,34.951417580851974,35.911098447072234,45.21655506482405,37.132924918079496,47.34292634278387,38.476136201738136,39.20045590539963,40.44735717338652,40.69696537968372,41.809374554779886,42.719475708790426,43.32355036329962,43.305314147314434,43.62444792705514,43.39136629149451,44.66334235646104,44.19717908533979,43.03519019803391,53.904402336515176,57.944863940732304,43.94928052429121,43.60336230232227,54.72147029491381,54.85183074512038,55.67032340789286,45.45034905257159,45.35631856389799,45.60364724319704,45.64296908391509,45.840718051004416,57.20544237070808,46.603219831884886,45.751246616327116,44.4484969368856,43.27055136059268,42.3399344635988,41.333523293916514,41.60364724319704,40.85026357030916,40.271833594529134,40.09972930616897,39.573158569596806,39.103006126228806,39.0334805527853,38.681863513320984,low,mid,low,low,low,low,low,low,low,mid,low,mid,low,low,low,low,low,low,low,mid,1
5.0,5.0,8.0,5.0,8.0,8.0,10.0,13.0,13.0,15.0,18.0,25.0,35.0,25.0,23.0,33.0,25.0,38.0,53.0,71.0,86.0,124.0,129.0,144.0,39.78191459034152,40.5695877758139,41.17680597525514,41.962483607959406,42.646388049489715,43.4557272364445,44.334625691316496,26.828097382975084,45.56132048577456,27.58840298762757,46.38662409487428,27.98933804663892,27.968470266263754,46.14943839443526,45.641997833399856,26.99042134671304,26.87855636011175,26.85614915331547,45.129996008894466,45.69188665260277,27.664690119163005,28.152859342037743,47.66890928787274,47.92776098979417,48.10222931752095,48.296083014995155,29.17589372256115,49.206910314157014,30.0126575061292,50.598380751468156,51.3090826158846,51.86384628542106,52.198528992530925,52.27407491875249,52.51553680369462,52.54033867381264,31.489822680882604,31.454073778436626,52.341923712868464,52.67004960374024,31.80147100746907,53.330862648953755,53.80779976053367,32.34180968128172,53.71286846456468,53.353098808369914,53.038941786874965,52.65322994469468,52.401790295911965,52.38696618963453,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,7.0,10.0,14.0,22.0,34.0,16.476706083487677,16.56674739991452,16.760792135631856,16.960250747969795,17.167972645676024,17.475708790425987,17.955549223536117,18.08662202592962,18.566462459039748,18.93717053711355,19.238068100869068,19.600227952699814,20.22367858669326,20.34848268984186,20.904687277389943,21.359737854395213,21.66177518164981,21.652657073657217,21.81222396352757,54.23920786436814,22.33167117823052,22.098589542669895,21.517595099016955,21.56176093460607,23.17794557629292,21.974640262145606,21.801681151161134,21.888588117965522,21.940732298048154,22.268129363157144,22.725174526285794,22.678159281948997,22.80182362159852,22.821484541957545,22.920359025502208,22.88217694828323,23.301609915942443,57.18905827040889,22.2242484684428,21.63527568029634,21.1699672317994,20.666761646958257,20.80182362159852,20.42513178515458,20.135916797264567,20.049864653084484,19.786579284798403,19.551503063114403,48.791850690981626,19.340931756660492,low,mid,low,mid,low,low,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,1
3.0,3.0,5.0,,3.0,5.0,5.0,5.0,5.0,7.0,9.0,10.0,10.0,16.0,21.0,26.0,35.0,59.0,81.0,132.0,211.0,442.0,400.0,163.0,55.69468042647813,40.5695877758139,41.17680597525514,58.747477051143164,59.70494326928559,60.838018131022295,26.6007754147899,62.59889389360853,45.56132048577456,45.98067164604595,46.38662409487428,65.30845544215748,65.25976395461542,64.60921375220936,63.89879696675979,62.977649808997086,62.71663150692742,62.66434802440276,45.129996008894466,63.96864131364387,64.55094361138035,46.92143223672957,47.66890928787274,47.92776098979417,67.34312104452934,67.61451622099321,68.07708535264268,49.206910314157014,70.02953418096813,70.83773305205543,51.3090826158846,72.60938479958948,52.198528992530925,73.1837048862535,52.51553680369462,73.5564741433377,94.4694680426478,52.42345629739438,73.27869319801586,73.73806944523633,74.20343235076116,74.66320770853525,75.33091966474713,75.46422258965734,75.19801585039055,74.69433833171789,95.47009521637494,73.71452192257254,94.32322253264154,73.34175266548834,low,low,low,mid,low,mid,low,low,low,low,low,mid,low,mid,low,low,low,low,low,low,0
9.0,9.0,8.0,11.0,9.0,11.0,11.0,14.0,16.0,23.0,71.0,81.0,36.0,62.0,55.0,30.0,32.0,56.0,34.0,60.0,71.0,46.0,42.0,35.0,198.90957295170762,219.07577398939506,255.29619704658188,251.77490164775642,213.23194024744856,252.04321797137808,221.6731284565825,214.62477906380067,246.0311306231826,239.09949255943894,204.10114601744684,214.58492502423172,167.81082159758253,193.82764125662808,209.95319003363932,161.94252808027824,161.2713381606705,196.9450937909801,135.3899880266834,173.6291692798905,138.32345059581505,140.76429671018872,162.07429157876732,143.78328296938253,163.54757967957124,164.20668225098353,165.3300644278465,196.82764125662806,170.07172586806547,212.51319915616628,153.9272478476538,165.96430811334739,167.03529277609897,177.7318547237585,157.54661041108386,157.62101602143792,136.4558982838246,167.755060151662,146.55738639603172,136.94212896972462,137.8063743656993,149.3264154170705,118.37715947317406,129.36723872512687,128.91088431495524,117.37681737841382,148.5090370032499,157.95968983408403,136.2446547693711,146.6835053309767,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
,5.0,5.0,5.0,9.0,9.0,16.0,23.0,47.0,98.0,159.0,113.0,45.0,33.0,47.0,73.0,80.0,82.0,77.0,91.0,68.0,80.0,162.0,598.0,15.912765836136609,16.22783511032556,16.470722390102058,16.78499344318376,17.058555219795885,17.3822908945778,17.7338502765266,17.885398255316723,18.224528194309823,18.39226865841838,18.554649637949712,18.65955869775928,18.645646844175836,18.459775357774102,18.25679913335994,17.993614231142026,17.919037573407834,17.904099435543646,18.051998403557786,18.276754661041107,18.44312674610867,18.76857289469183,19.067563715149095,19.17110439591767,19.240891727008382,19.318433205998062,19.450595815040767,19.682764125662807,20.008438337419467,20.239352300587264,20.52363304635384,20.745538514168423,20.87941159701237,20.909629967500997,21.00621472147785,21.016135469525057,20.993215120588403,20.96938251895775,20.936769485147387,21.068019841496096,21.200980671646047,21.332345059581503,21.523119904213466,21.56120645418781,21.485147385825872,21.341239523347966,21.215576714749986,21.06129197787787,20.960716118364786,20.954786475853812,low,mid,low,low,low,mid,low,mid,low,mid,low,mid,low,high,low,mid,low,mid,low,mid,0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,9.0,14.0,29.0,36.0,14.0,10.0,4.0,6.0,9.0,11.0,16.0,16.0,14.0,14.0,32.953412166975355,24.850121099871778,33.52158427126371,25.440376121954692,34.33594529135205,34.951417580851974,35.911098447072234,36.17324405185924,37.132924918079496,37.8743410742271,38.476136201738136,39.20045590539963,30.33551788003989,40.69696537968372,41.809374554779886,42.719475708790426,43.32355036329962,43.305314147314434,43.62444792705514,43.39136629149451,44.66334235646104,66.29576862800968,64.55278529705086,64.68528280381821,46.35589115258584,43.94928052429121,43.60336230232227,43.777176235931044,43.88146459609631,44.53625872631429,34.08776178942869,45.35631856389799,45.60364724319704,45.64296908391509,45.840718051004416,45.76435389656646,46.603219831884886,45.751246616327116,44.4484969368856,32.45291352044451,31.7549508476991,31.000142470437385,41.60364724319704,40.85026357030916,40.271833594529134,40.09972930616897,29.679868927197603,39.103006126228806,39.0334805527853,38.681863513320984,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,1
9.0,9.0,9.0,12.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,12.0,14.0,12.0,16.0,14.0,16.0,14.0,19.0,19.0,24.0,26.0,28.0,95.47659501681966,73.02525799646503,115.2950567307144,100.70996065910256,76.76349848908148,104.2937453674668,79.8023262443697,80.48429214892525,109.34716916585893,110.35361195051028,111.32789782769828,111.95735218655568,83.90541079879127,83.06898910998346,109.54079480015965,107.96168538685215,107.514225440447,107.42459661326188,108.3119904213467,109.66052796624663,82.99407035748902,131.3800102628428,133.47294600604366,153.36883516734136,134.68624208905868,202.84354866297966,184.78066024288728,186.98625919379666,190.08016420548492,242.87222760704717,215.4981469867153,248.94646217002108,198.35441017161753,167.27703974000798,199.55903985403958,168.12908375620046,167.94572096470722,199.20913393009863,167.4941558811791,168.54415873196876,148.40686470152232,170.65876047665202,150.66183932949426,172.4896516335025,150.3960317007811,170.72991618678373,169.7246137179999,147.4290438451451,146.7250128285535,146.6835053309767,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,14.0,20.0,25.0,39.0,20.0,17.0,17.0,25.0,28.0,20.0,28.0,31.0,45.0,70.0,23.869148754204915,24.341752665488343,0.0,25.17749016477564,25.587832829693827,26.0734363418667,26.6007754147899,26.828097382975084,27.336792291464732,27.58840298762757,27.83197445692457,27.98933804663892,27.968470266263754,27.689663036661152,27.38519870003991,26.99042134671304,26.87855636011175,26.85614915331547,27.077997605336677,27.41513199156166,27.664690119163005,28.152859342037743,28.601345572723645,28.756656593876507,28.861337590512573,28.977649808997093,29.17589372256115,0.0,30.0126575061292,30.359028450880896,30.785449569530762,31.118307771252635,31.319117395518557,31.364444951251496,31.509322082216777,31.524203204287588,0.0,31.454073778436626,0.0,31.602029762244143,31.80147100746907,31.998517589372256,32.284679856320196,32.34180968128172,32.22772107873881,32.01185928502195,31.82336507212498,31.591937966816808,31.44107417754718,31.43217971378072,low,mid,low,high,low,mid,low,high,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,12.0,17.0,30.0,15.912765836136609,0.0,16.470722390102058,16.78499344318376,17.058555219795885,17.3822908945778,0.0,17.885398255316723,18.224528194309823,0.0,0.0,18.65955869775928,18.645646844175836,18.459775357774102,18.25679913335994,17.993614231142026,17.919037573407834,17.904099435543646,18.051998403557786,18.276754661041107,18.44312674610867,0.0,19.067563715149095,19.17110439591767,19.240891727008382,19.318433205998062,19.450595815040767,19.682764125662807,20.008438337419467,20.239352300587264,0.0,20.745538514168423,20.87941159701237,20.909629967500997,21.00621472147785,21.016135469525057,20.993215120588403,20.96938251895775,20.936769485147387,21.068019841496096,21.200980671646047,21.332345059581503,21.523119904213466,21.56120645418781,21.485147385825872,21.341239523347966,21.215576714749986,21.06129197787787,20.960716118364786,20.954786475853812,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
9.0,13.0,11.0,17.0,13.0,15.0,19.0,22.0,26.0,30.0,34.0,52.0,47.0,84.0,73.0,52.0,63.0,50.0,47.0,62.0,67.0,78.0,86.0,106.0,31.825531672273218,32.45567022065112,32.941444780204115,33.56998688636752,51.175665659387654,34.7645817891556,35.4677005530532,35.770796510633446,36.449056388619645,36.78453731683676,18.554649637949712,37.31911739551856,37.29129368835167,36.919550715548205,54.77039740007982,35.98722846228405,35.83807514681567,35.80819887108729,36.10399680711557,36.55350932208221,36.88625349221734,37.53714578938366,38.13512743029819,38.34220879183534,38.481783454016764,38.636866411996124,38.901191630081534,39.365528251325614,40.01687667483893,60.71805690176179,41.04726609270768,41.491077028336846,41.75882319402474,41.819259935001995,42.0124294429557,42.032270939050115,41.986430241176805,41.9387650379155,41.873538970294774,42.13603968299219,63.60294201493814,63.99703517874451,64.56935971264039,43.12241290837562,42.970294771651744,42.68247904669593,42.43115342949997,42.12258395575574,41.92143223672957,41.909572951707624,low,mid,low,mid,low,mid,low,low,low,low,low,low,low,mid,low,mid,low,mid,low,mid,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,6.0,6.0,6.0,10.0,13.0,19.0,25.0,32.0,44.0,54.0,89.0,117.0,219.0,24.715059125231516,0.0,0.0,0.0,25.751958968514035,26.213563185638982,26.933323835304176,0.0,0.0,0.0,0.0,29.400341929049723,0.0,30.52272403476279,0.0,32.03960678159282,0.0,0.0,32.71833594529135,32.54352471862089,0.0,0.0,0.0,32.342641401909106,0.0,0.0,32.7025217267417,0.0,32.911098447072234,33.402194044735715,0.0,34.0172389229235,0.0,0.0,34.38053853825331,0.0,0.0,0.0,33.3363727026642,0.0,31.7549508476991,0.0,0.0,30.63769767773187,30.20387519589685,30.074796979626726,29.679868927197603,0.0,0.0,29.011397634990736,low,mid,low,mid,low,mid,low,mid,low,mid,low,high,low,mid,low,mid,low,mid,low,mid,1
,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,13.0,13.0,16.0,16.0,26.0,26.0,26.0,26.0,29.0,26.0,18.0,39.78191459034152,64.91134044130224,65.88288956040823,67.13997377273505,68.23422087918354,69.5291635783112,44.334625691316496,71.54159302126689,72.89811277723929,73.56907463367352,74.21859855179885,74.63823479103712,74.58258737670334,73.83910143109641,73.02719653343976,71.9744569245681,71.67615029363134,44.76024858885911,72.20799361423114,73.10701864416443,46.10781686527168,46.92143223672957,76.27025486059638,47.92776098979417,48.10222931752095,48.296083014995155,48.62648953760192,49.206910314157014,50.021095843548665,50.598380751468156,51.3090826158846,51.86384628542106,52.198528992530925,52.27407491875249,52.51553680369462,52.54033867381264,52.483037801471006,52.42345629739438,52.341923712868464,52.67004960374024,53.00245167911512,53.330862648953755,53.80779976053367,53.90301613546953,53.71286846456468,53.353098808369914,53.038941786874965,52.65322994469468,52.401790295911965,52.38696618963453,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,high,low,mid,0
7.0,5.0,7.0,,7.0,7.0,7.0,12.0,10.0,12.0,10.0,10.0,15.0,10.0,15.0,17.0,17.0,22.0,27.0,35.0,37.0,39.0,72.0,74.0,79.56382918068304,81.1391755516278,98.82433434061235,83.92496721591881,85.29277609897943,60.838018131022295,62.0684759678431,62.59889389360853,63.78584868008438,64.37294030446434,64.94127373282399,65.30845544215748,46.614117110439594,46.14943839443526,45.641997833399856,44.98403557785507,44.797593933519586,44.76024858885911,45.129996008894466,45.69188665260277,18.44312674610867,46.92143223672957,47.66890928787274,47.92776098979417,48.10222931752095,48.296083014995155,48.62648953760192,68.88967443981983,50.021095843548665,50.598380751468156,51.3090826158846,51.86384628542106,52.198528992530925,52.27407491875249,52.51553680369462,52.54033867381264,52.483037801471006,52.42345629739438,52.341923712868464,52.67004960374024,53.00245167911512,74.66320770853525,53.80779976053367,75.46422258965734,75.19801585039055,74.69433833171789,74.25451850162494,73.71452192257254,104.80358059182393,104.77393237926906,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
14.0,16.0,22.0,19.0,24.0,19.0,16.0,22.0,22.0,22.0,30.0,27.0,27.0,30.0,24.0,24.0,27.0,24.0,22.0,,22.0,22.0,24.0,33.0,87.52021209875134,89.25309310679059,65.88288956040823,67.13997377273505,93.82205370887736,69.5291635783112,97.53617652089629,98.36969040424198,72.89811277723929,73.56907463367352,102.05057300872342,102.62757283767604,102.5510576429671,73.83910143109641,100.41239523347967,98.96487827128114,98.5547066537431,98.47254689549005,126.3639888249045,100.52215063572609,101.4371971035977,131.3800102628428,104.87160043332003,105.44107417754718,134.68624208905868,106.25138263298933,106.97827698272422,108.25520269114544,110.04641085580707,111.31643765322995,112.87998175494612,114.10046182792632,114.83676378356805,115.00296482125549,115.53418096812817,84.06454187810023,115.46268316323622,83.877530075831,115.15223216831063,115.87410912822853,116.60539369405326,85.32938023832601,118.37715947317406,86.24482581675124,85.94058954330349,117.37681737841382,148.5090370032499,115.83710587832829,115.28393865100632,115.25132561719596,low,mid,low,high,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,5.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,16.470722390102058,16.78499344318376,17.058555219795885,17.3822908945778,0.0,17.885398255316723,18.224528194309823,18.39226865841838,18.554649637949712,18.65955869775928,18.645646844175836,18.459775357774102,18.25679913335994,17.993614231142026,17.919037573407834,0.0,18.051998403557786,0.0,0.0,0.0,0.0,19.17110439591767,19.240891727008382,19.318433205998062,19.450595815040767,19.682764125662807,20.008438337419467,20.239352300587264,0.0,20.745538514168423,20.87941159701237,0.0,0.0,21.016135469525057,0.0,20.96938251895775,20.936769485147387,21.068019841496096,21.200980671646047,21.332345059581503,21.523119904213466,21.56120645418781,21.485147385825872,0.0,21.215576714749986,21.06129197787787,20.960716118364786,20.954786475853812,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
